,score
26174,688
26175,924
26176,704
26177,167
26178,209
26179,575
26180,25
26181,992
26182,362
26183,984
26184,819
26185,810
26186,164
26187,957
26188,792
26189,714
26190,568
26191,857
26192,844
26193,58
26194,217
26195,435
26196,428
26197,823
26198,276
26199,853
26200,37
26201,136
26202,670
26203,933
26204,325
26205,951
26206,934
26207,979
26208,906
26209,600
26210,509
26211,3
26212,156
26213,276
26214,208
26215,759
26216,344
26217,516
26218,887
26219,575
26220,619
26221,817
26222,500
26223,781
26224,458
26225,327
26226,293
26227,879
26228,913
26229,361
26230,830
26231,856
26232,545
26233,199
26234,259
26235,346
26236,759
26237,601
26238,591
26239,498
26240,60
26241,974
26242,574
26243,178
26244,673
26245,518
26246,143
26247,587
26248,398
26249,847
26250,890
26251,526
26252,397
26253,47
26254,2
26255,172
26256,225
26257,56
26258,919
26259,406
26260,205
26261,285
26262,992
26263,305
26264,290
26265,392
26266,581
26267,861
26268,766
26269,313
26270,422
26271,859
26272,345
26273,477
26274,376
26275,118
26276,586
26277,917
26278,934
26279,248
26280,480
26281,665
26282,206
26283,741
26284,783
26285,371
26286,652
26287,990
26288,952
26289,639
26290,364
26291,187
26292,407
26293,911
26294,851
26295,198
26296,764
26297,82
26298,817
26299,520
26300,757
26301,562
26302,868
26303,120
26304,386
26305,463
26306,65
26307,930
26308,324
26309,458
26310,149
26311,28
26312,105
26313,831
26314,897
26315,13
26316,873
26317,970
26318,774
26319,458
26320,958
26321,569
26322,817
26323,648
26324,194
26325,805
26326,197
26327,539
26328,525
26329,70
26330,969
26331,647
26332,160
26333,993
26334,260
26335,18
26336,222
26337,625
26338,541
26339,273
26340,479
26341,201
26342,103
26343,295
26344,178
26345,195
26346,740
26347,878
26348,860
26349,809
26350,869
26351,170
26352,763
26353,687
26354,920
26355,149
26356,284
26357,249
26358,637
26359,632
26360,827
26361,184
26362,55
26363,281
26364,140
26365,416
26366,310
26367,369
26368,519
26369,162
26370,89
26371,60
26372,828
26373,333
26374,712
26375,679
26376,217
26377,119
26378,612
26379,817
26380,470
26381,244
26382,837
26383,354
26384,879
26385,250
26386,215
26387,710
26388,479
26389,753
26390,875
26391,592
26392,655
26393,966
26394,298
26395,797
26396,263
26397,793
26398,663
26399,469
26400,210
26401,642
26402,506
26403,465
26404,426
26405,576
26406,983
26407,298
26408,807
26409,879
26410,559
26411,342
26412,494
26413,846
26414,360
26415,123
26416,855
26417,744
26418,913
26419,559
26420,199
26421,328
26422,705
26423,554
26424,476
26425,419
26426,853
26427,618
26428,221
26429,818
26430,953
26431,939
26432,738
26433,456
26434,525
26435,105
26436,792
26437,476
26438,157
26439,735
26440,924
26441,363
26442,114
26443,950
26444,41
26445,793
26446,263
26447,540
26448,146
26449,509
26450,779
26451,445
26452,368
26453,754
26454,407
26455,954
26456,19
26457,841
26458,691
26459,311
26460,316
26461,148
26462,745
26463,787
26464,222
26465,473
26466,133
26467,836
26468,53
26469,111
26470,942
26471,328
26472,587
26473,675
26474,110
26475,74
26476,1
26477,367
26478,158
26479,305
26480,577
26481,726
26482,818
26483,241
26484,345
26485,320
26486,446
26487,993
26488,14
26489,555
26490,250
26491,151
26492,700
26493,752
26494,453
26495,114
26496,258
26497,197
26498,582
26499,437
26500,623
26501,381
26502,52
26503,648
26504,67
26505,542
26506,344
26507,295
26508,361
26509,100
26510,991
26511,868
26512,338
26513,983
26514,475
26515,141
26516,591
26517,501
26518,852
26519,554
26520,256
26521,789
26522,500
26523,305
26524,811
26525,761
26526,193
26527,221
26528,422
26529,364
26530,673
26531,621
26532,231
26533,252
26534,523
26535,463
26536,873
26537,772
26538,997
26539,436
26540,496
26541,798
26542,233
26543,795
26544,838
26545,87
26546,363
26547,49
26548,945
26549,85
26550,600
26551,600
26552,827
26553,676
26554,89
26555,418
26556,396
26557,116
26558,769
26559,124
26560,12
26561,115
26562,636
26563,587
26564,653
26565,234
26566,42
26567,941
26568,492
26569,830
26570,144
26571,88
26572,773
26573,589
26574,114
26575,51
26576,672
26577,102
26578,105
26579,570
26580,977
26581,829
26582,988
26583,37
26584,908
26585,625
26586,477
26587,921
26588,787
26589,812
26590,25
26591,431
26592,92
26593,406
26594,667
26595,830
26596,307
26597,153
26598,375
26599,684
26600,837
26601,737
26602,409
26603,501
26604,342
26605,124
26606,797
26607,173
26608,572
26609,132
26610,183
26611,824
26612,300
26613,348
26614,835
26615,979
26616,785
26617,507
26618,201
26619,688
26620,71
26621,64
26622,688
26623,309
26624,286
26625,53
26626,372
26627,167
26628,434
26629,320
26630,297
26631,437
26632,582
26633,262
26634,683
26635,757
26636,67
26637,788
26638,34
26639,646
26640,358
26641,591
26642,754
26643,304
26644,768
26645,344
26646,400
26647,261
26648,473
26649,624
26650,809
26651,728
26652,945
26653,373
26654,448
26655,96
26656,879
26657,414
26658,733
26659,614
26660,801
26661,870
26662,143
26663,728
26664,174
26665,613
26666,800
26667,144
26668,92
26669,526
26670,469
26671,128
26672,3
26673,797
26674,436
26675,473
26676,751
26677,210
26678,183
26679,127
26680,198
26681,577
26682,82
26683,483
26684,568
26685,599
26686,636
26687,426
26688,667
26689,874
26690,416
26691,988
26692,992
26693,610
26694,646
26695,575
26696,296
26697,935
26698,549
26699,122
26700,116
26701,110
26702,597
26703,23
26704,208
26705,384
26706,451
26707,987
26708,639
26709,915
26710,103
26711,481
26712,318
26713,373
26714,710
26715,773
26716,155
26717,37
26718,801
26719,866
26720,859
26721,767
26722,614
26723,897
26724,518
26725,962
26726,550
26727,820
26728,513
26729,264
26730,123
26731,826
26732,553
26733,498
26734,230
26735,494
26736,680
26737,726
26738,42
26739,804
26740,485
26741,846
26742,645
26743,72
26744,980
26745,367
26746,713
26747,319
26748,754
26749,552
26750,869
26751,607
26752,503
26753,769
26754,962
26755,380
26756,121
26757,600
26758,221
26759,612
26760,986
26761,554
26762,208
26763,922
26764,20
26765,963
26766,388
26767,363
26768,345
26769,265
26770,744
26771,821
26772,327
26773,714
26774,9
26775,582
26776,892
26777,544
26778,358
26779,100
26780,50
26781,843
26782,639
26783,356
26784,995
26785,693
26786,214
26787,362
26788,809
26789,807
26790,806
26791,919
26792,654
26793,536
26794,568
26795,178
26796,706
26797,419
26798,303
26799,679
26800,381
26801,940
26802,817
26803,752
26804,935
26805,844
26806,999
26807,904
26808,572
26809,572
26810,94
26811,809
26812,401
26813,635
26814,304
26815,607
26816,553
26817,224
26818,855
26819,568
26820,596
26821,557
26822,309
26823,683
26824,386
26825,46
26826,581
26827,42
26828,904
26829,845
26830,329
26831,208
26832,902
26833,433
26834,739
26835,494
26836,345
26837,943
26838,448
26839,422
26840,425
26841,534
26842,920
26843,301
26844,834
26845,35
26846,991
26847,837
26848,134
26849,112
26850,307
26851,742
26852,74
26853,662
26854,138
26855,757
26856,368
26857,626
26858,818
26859,771
26860,678
26861,214
26862,706
26863,504
26864,116
26865,990
26866,154
26867,437
26868,716
26869,754
26870,501
26871,704
26872,501
26873,305
26874,758
26875,117
26876,444
26877,828
26878,466
26879,176
26880,294
26881,92
26882,445
26883,965
26884,287
26885,608
26886,311
26887,665
26888,918
26889,218
26890,433
26891,947
26892,256
26893,689
26894,46
26895,197
26896,987
26897,285
26898,838
26899,390
26900,497
26901,644
26902,164
26903,919
26904,818
26905,509
26906,231
26907,46
26908,874
26909,89
26910,176
26911,598
26912,520
26913,918
26914,188
26915,296
26916,877
26917,890
26918,323
26919,216
26920,928
26921,971
26922,183
26923,23
26924,655
26925,590
26926,166
26927,740
26928,597
26929,393
26930,684
26931,631
26932,412
26933,964
26934,169
26935,158
26936,819
26937,622
26938,983
26939,401
26940,186
26941,581
26942,434
26943,874
26944,898
26945,260
26946,658
26947,429
26948,838
26949,21
26950,853
26951,783
26952,281
26953,695
26954,917
26955,831
26956,279
26957,676
26958,785
26959,339
26960,612
26961,338
26962,248
26963,415
26964,955
26965,152
26966,822
26967,132
26968,468
26969,770
26970,637
26971,896
26972,284
26973,627
26974,733
26975,207
26976,608
26977,396
26978,757
26979,821
26980,746
26981,390
26982,844
26983,64
26984,634
26985,59
26986,357
26987,271
26988,518
26989,697
26990,147
26991,698
26992,323
26993,972
26994,787
26995,189
26996,966
26997,50
26998,888
26999,140
27000,764
27001,72
27002,737
27003,235
27004,63
27005,80
27006,955
27007,557
27008,40
27009,617
27010,354
27011,125
27012,189
27013,511
27014,192
27015,439
27016,916
27017,377
27018,81
27019,407
27020,885
27021,590
27022,776
27023,877
27024,933
27025,52
27026,150
27027,971
27028,701
27029,506
27030,835
27031,346
27032,138
27033,829
27034,750
27035,624
27036,718
27037,20
27038,850
27039,994
27040,162
27041,953
27042,998
27043,517
27044,503
27045,786
27046,938
27047,394
27048,378
27049,975
27050,277
27051,305
27052,513
27053,223
27054,458
27055,620
27056,136
27057,402
27058,991
27059,954
27060,44
27061,692
27062,227
27063,612
27064,721
27065,937
27066,18
27067,316
27068,636
27069,707
27070,857
27071,822
27072,233
27073,855
27074,998
27075,63
27076,636
27077,286
27078,840
27079,133
27080,612
27081,757
27082,764
27083,263
27084,765
27085,132
27086,446
27087,310
27088,16
27089,781
27090,735
27091,483
27092,615
27093,300
27094,898
27095,185
27096,991
27097,716
27098,288
27099,877
27100,261
27101,939
27102,411
27103,708
27104,600
27105,440
27106,547
27107,265
27108,308
27109,298
27110,762
27111,537
27112,552
27113,743
27114,715
27115,75
27116,656
27117,216
27118,391
27119,811
27120,865
27121,370
27122,311
27123,423
27124,729
27125,108
27126,156
27127,9
27128,921
27129,710
27130,416
27131,305
27132,384
27133,752
27134,715
27135,337
27136,518
27137,640
27138,434
27139,902
27140,839
27141,392
27142,379
27143,271
27144,612
27145,752
27146,582
27147,352
27148,908
27149,38
27150,553
27151,974
27152,779
27153,913
27154,674
27155,905
27156,861
27157,414
27158,562
27159,115
27160,698
27161,873
27162,90
27163,949
27164,466
27165,778
27166,428
27167,678
27168,308
27169,687
27170,653
27171,2
27172,63
27173,426
27174,666
27175,531
27176,378
27177,775
27178,249
27179,878
27180,275
27181,67
27182,801
27183,404
27184,5
27185,550
27186,808
27187,603
27188,213
27189,921
27190,57
27191,549
27192,62
27193,391
27194,779
27195,512
27196,901
27197,75
27198,242
27199,125
27200,278
27201,398
27202,788
27203,338
27204,279
27205,393
27206,908
27207,386
27208,203
27209,337
27210,379
27211,3
27212,987
27213,842
27214,815
27215,502
27216,281
27217,697
27218,610
27219,314
27220,41
27221,157
27222,812
27223,194
27224,256
27225,568
27226,231
27227,975
27228,536
27229,32
27230,762
27231,515
27232,503
27233,31
27234,734
27235,219
27236,402
27237,378
27238,551
27239,416
27240,486
27241,288
27242,847
27243,60
27244,115
27245,104
27246,748
27247,826
27248,447
27249,621
27250,149
27251,955
27252,344
27253,229
27254,100
27255,530
27256,118
27257,812
27258,195
27259,977
27260,36
27261,939
27262,637
27263,891
27264,866
27265,75
27266,597
27267,613
27268,585
27269,731
27270,7
27271,771
27272,730
27273,277
27274,173
27275,700
27276,917
27277,206
27278,196
27279,357
27280,406
27281,814
27282,999
27283,524
27284,970
27285,933
27286,458
27287,882
27288,451
27289,793
27290,542
27291,159
27292,954
27293,199
27294,457
27295,510
27296,392
27297,790
27298,123
27299,411
27300,883
27301,513
27302,798
27303,230
27304,181
27305,804
27306,891
27307,35
27308,938
27309,168
27310,138
27311,245
27312,98
27313,795
27314,132
27315,183
27316,991
27317,369
27318,607
27319,505
27320,646
27321,823
27322,45
27323,528
27324,972
27325,168
27326,385
27327,823
27328,488
27329,283
27330,648
27331,667
27332,904
27333,289
27334,336
27335,436
27336,841
27337,290
27338,856
27339,577
27340,281
27341,876
27342,66
27343,810
27344,655
27345,910
27346,632
27347,125
27348,566
27349,433
27350,7
27351,766
27352,34
27353,927
27354,882
27355,967
27356,972
27357,912
27358,620
27359,846
27360,327
27361,3
27362,171
27363,261
27364,759
27365,112
27366,493
27367,715
27368,369
27369,968
27370,301
27371,238
27372,846
27373,262
27374,510
27375,936
27376,888
27377,731
27378,583
27379,756
27380,517
27381,808
27382,623
27383,337
27384,350
27385,397
27386,847
27387,212
27388,119
27389,575
27390,72
27391,0
27392,350
27393,690
27394,110
27395,411
27396,535
27397,934
27398,6
27399,552
27400,621
27401,221
27402,927
27403,138
27404,233
27405,381
27406,44
27407,397
27408,270
27409,575
27410,739
27411,690
27412,876
27413,59
27414,872
27415,330
27416,586
27417,89
27418,362
27419,270
27420,755
27421,935
27422,99
27423,645
27424,478
27425,822
27426,837
27427,420
27428,621
27429,716
27430,424
27431,407
27432,26
27433,227
27434,543
27435,951
27436,656
27437,185
27438,22
27439,486
27440,957
27441,378
27442,488
27443,536
27444,610
27445,373
27446,173
27447,341
27448,743
27449,439
27450,726
27451,653
27452,541
27453,160
27454,461
27455,666
27456,514
27457,3
27458,155
27459,646
27460,952
27461,985
27462,538
27463,799
27464,40
27465,824
27466,532
27467,404
27468,540
27469,688
27470,212
27471,450
27472,850
27473,518
27474,771
27475,954
27476,906
27477,552
27478,783
27479,176
27480,46
27481,760
27482,6
27483,435
27484,158
27485,264
27486,313
27487,935
27488,346
27489,707
27490,530
27491,574
27492,180
27493,835
27494,187
27495,566
27496,781
27497,316
27498,643
27499,992
27500,349
27501,643
27502,796
27503,287
27504,510
27505,110
27506,620
27507,0
27508,468
27509,272
27510,444
27511,95
27512,441
27513,633
27514,642
27515,34
27516,363
27517,729
27518,686
27519,530
27520,13
27521,888
27522,864
27523,219
27524,869
27525,333
27526,61
27527,786
27528,40
27529,545
27530,374
27531,896
27532,362
27533,7
27534,851
27535,103
27536,112
27537,471
27538,201
27539,259
27540,644
27541,560
27542,56
27543,644
27544,528
27545,442
27546,351
27547,35
27548,303
27549,977
27550,972
27551,411
27552,258
27553,740
27554,658
27555,550
27556,409
27557,405
27558,970
27559,409
27560,459
27561,795
27562,404
27563,139
27564,761
27565,12
27566,958
27567,22
27568,965
27569,470
27570,498
27571,494
27572,675
27573,811
27574,688
27575,801
27576,962
27577,946
27578,12
27579,340
27580,272
27581,511
27582,779
27583,507
27584,313
27585,367
27586,857
27587,0
27588,648
27589,977
27590,624
27591,656
27592,337
27593,95
27594,468
27595,422
27596,457
27597,414
27598,523
27599,931
27600,423
27601,166
27602,620
27603,777
27604,370
27605,928
27606,50
27607,449
27608,237
27609,859
27610,227
27611,640
27612,903
27613,430
27614,465
27615,286
27616,253
27617,748
27618,370
27619,570
27620,415
27621,10
27622,655
27623,199
27624,745
27625,742
27626,975
27627,979
27628,578
27629,167
27630,198
27631,841
27632,592
27633,914
27634,446
27635,238
27636,449
27637,245
27638,620
27639,544
27640,790
27641,378
27642,190
27643,78
27644,813
27645,747
27646,668
27647,13
27648,826
27649,185
27650,165
27651,634
27652,724
27653,47
27654,683
27655,388
27656,312
27657,964
27658,855
27659,92
27660,547
27661,459
27662,897
27663,506
27664,913
27665,694
27666,671
27667,820
27668,15
27669,210
27670,493
27671,546
27672,854
27673,852
27674,756
27675,165
27676,755
27677,808
27678,765
27679,483
27680,252
27681,622
27682,432
27683,528
27684,668
27685,736
27686,885
27687,190
27688,562
27689,211
27690,810
27691,263
27692,712
27693,777
27694,435
27695,97
27696,508
27697,57
27698,357
27699,217
27700,570
27701,638
27702,764
27703,880
27704,27
27705,727
27706,957
27707,74
27708,746
27709,978
27710,715
27711,138
27712,354
27713,318
27714,87
27715,559
27716,189
27717,49
27718,144
27719,519
27720,41
27721,866
27722,635
27723,145
27724,755
27725,447
27726,496
27727,728
27728,502
27729,265
27730,346
27731,892
27732,525
27733,736
27734,80
27735,226
27736,729
27737,887
27738,651
27739,840
27740,99
27741,370
27742,677
27743,963
27744,72
27745,92
27746,134
27747,536
27748,210
27749,520
27750,927
27751,488
27752,465
27753,731
27754,825
27755,991
27756,380
27757,519
27758,961
27759,178
27760,222
27761,762
27762,731
27763,398
27764,133
27765,873
27766,25
27767,114
27768,835
27769,945
27770,603
27771,763
27772,216
27773,47
27774,548
27775,754
27776,481
27777,591
27778,365
27779,958
27780,887
27781,797
27782,287
27783,36
27784,717
27785,851
27786,701
27787,716
27788,712
27789,13
27790,282
27791,983
27792,421
27793,546
27794,574
27795,398
27796,773
27797,787
27798,150
27799,626
27800,950
27801,85
27802,360
27803,340
27804,366
27805,217
27806,887
27807,734
27808,210
27809,204
27810,158
27811,355
27812,941
27813,818
27814,981
27815,167
27816,208
27817,979
27818,893
27819,281
27820,191
27821,545
27822,181
27823,917
27824,496
27825,324
27826,325
27827,536
27828,638
27829,429
27830,7
27831,777
27832,617
27833,450
27834,355
27835,613
27836,555
27837,489
27838,443
27839,965
27840,80
27841,576
27842,975
27843,130
27844,208
27845,365
27846,875
27847,208
27848,869
27849,215
27850,387
27851,805
27852,840
27853,634
27854,496
27855,576
27856,50
27857,539
27858,83
27859,101
27860,443
27861,936
27862,374
27863,139
27864,208
27865,529
27866,369
27867,567
27868,331
27869,141
27870,994
27871,451
27872,296
27873,274
27874,611
27875,935
27876,191
27877,931
27878,284
27879,742
27880,100
27881,97
27882,73
27883,86
27884,192
27885,76
27886,941
27887,853
27888,189
27889,486
27890,981
27891,323
27892,216
27893,668
27894,970
27895,416
27896,648
27897,276
27898,20
27899,898
27900,544
27901,628
27902,349
27903,505
27904,966
27905,890
27906,378
27907,874
27908,678
27909,344
27910,18
27911,577
27912,537
27913,2
27914,654
27915,958
27916,821
27917,715
27918,21
27919,614
27920,642
27921,902
27922,607
27923,186
27924,920
27925,870
27926,75
27927,944
27928,786
27929,827
27930,491
27931,515
27932,604
27933,489
27934,323
27935,84
27936,322
27937,687
27938,651
27939,37
27940,912
27941,631
27942,546
27943,394
27944,659
27945,117
27946,268
27947,757
27948,921
27949,421
27950,799
27951,712
27952,824
27953,27
27954,674
27955,533
27956,149
27957,689
27958,769
27959,146
27960,852
27961,358
27962,605
27963,690
27964,342
27965,967
27966,457
27967,35
27968,994
27969,987
27970,365
27971,174
27972,99
27973,553
27974,227
27975,286
27976,666
27977,140
27978,205
27979,825
27980,211
27981,63
27982,515
27983,877
27984,389
27985,415
27986,966
27987,662
27988,827
27989,11
27990,103
27991,621
27992,360
27993,870
27994,351
27995,398
27996,943
27997,216
27998,350
27999,254
28000,979
28001,495
28002,91
28003,416
28004,120
28005,729
28006,924
28007,579
28008,556
28009,289
28010,132
28011,596
28012,679
28013,814
28014,248
28015,521
28016,470
28017,963
28018,146
28019,97
28020,787
28021,165
28022,895
28023,945
28024,903
28025,295
28026,94
28027,186
28028,289
28029,28
28030,600
28031,190
28032,961
28033,897
28034,946
28035,435
28036,499
28037,49
28038,383
28039,353
28040,263
28041,751
28042,285
28043,273
28044,757
28045,379
28046,459
28047,536
28048,58
28049,709
28050,837
28051,453
28052,113
28053,509
28054,455
28055,27
28056,468
28057,314
28058,638
28059,212
28060,35
28061,476
28062,761
28063,872
28064,9
28065,268
28066,142
28067,149
28068,490
28069,875
28070,858
28071,698
28072,832
28073,340
28074,209
28075,642
28076,325
28077,187
28078,78
28079,195
28080,4
28081,35
28082,513
28083,843
28084,218
28085,8
28086,98
28087,609
28088,362
28089,61
28090,935
28091,450
28092,759
28093,953
28094,304
28095,826
28096,375
28097,998
28098,96
28099,433
28100,617
28101,65
28102,929
28103,762
28104,409
28105,260
28106,948
28107,678
28108,78
28109,733
28110,756
28111,866
28112,509
28113,366
28114,887
28115,343
28116,25
28117,644
28118,88
28119,819
28120,901
28121,108
28122,920
28123,89
28124,91
28125,326
28126,667
28127,524
28128,163
28129,663
28130,12
28131,295
28132,918
28133,538
28134,749
28135,452
28136,739
28137,542
28138,24
28139,956
28140,677
28141,338
28142,90
28143,442
28144,4
28145,923
28146,48
28147,374
28148,215
28149,697
28150,265
28151,857
28152,549
28153,268
28154,59
28155,71
28156,529
28157,890
28158,373
28159,452
28160,617
28161,661
28162,189
28163,451
28164,2
28165,875
28166,897
28167,699
28168,260
28169,645
28170,218
28171,19
28172,869
28173,461
28174,355
28175,391
28176,36
28177,347
28178,334
28179,198
28180,607
28181,487
28182,478
28183,948
28184,803
28185,417
28186,891
28187,827
28188,90
28189,10
28190,72
28191,243
28192,584
28193,766
28194,526
28195,865
28196,3
28197,252
28198,774
28199,639
28200,226
28201,703
28202,301
28203,764
28204,672
28205,137
28206,878
28207,998
28208,621
28209,817
28210,671
28211,43
28212,95
28213,894
28214,955
28215,402
28216,982
28217,528
28218,490
28219,310
28220,1
28221,934
28222,111
28223,406
28224,500
28225,410
28226,660
28227,628
28228,229
28229,722
28230,383
28231,845
28232,276
28233,515
28234,266
28235,319
28236,18
28237,675
28238,389
28239,587
28240,880
28241,617
28242,429
28243,135
28244,874
28245,32
28246,156
28247,423
28248,278
28249,766
28250,936
28251,504
28252,379
28253,937
28254,106
28255,31
28256,300
28257,926
28258,846
28259,478
28260,552
28261,527
28262,680
28263,664
28264,141
28265,574
28266,97
28267,653
28268,918
28269,949
28270,595
28271,478
28272,146
28273,125
28274,834
28275,487
28276,519
28277,628
28278,657
28279,295
28280,786
28281,841
28282,378
28283,743
28284,765
28285,155
28286,319
28287,341
28288,222
28289,604
28290,232
28291,431
28292,656
28293,403
28294,696
28295,653
28296,680
28297,825
28298,706
28299,970
28300,697
28301,972
28302,224
28303,514
28304,414
28305,297
28306,35
28307,322
28308,118
28309,763
28310,13
28311,52
28312,862
28313,690
28314,328
28315,396
28316,222
28317,42
28318,584
28319,732
28320,967
28321,328
28322,853
28323,258
28324,130
28325,200
28326,79
28327,447
28328,595
28329,637
28330,270
28331,229
28332,759
28333,202
28334,863
28335,863
28336,861
28337,583
28338,946
28339,526
28340,558
28341,484
28342,342
28343,883
28344,887
28345,221
28346,499
28347,866
28348,221
28349,985
28350,826
28351,345
28352,382
28353,84
28354,660
28355,955
28356,689
28357,15
28358,93
28359,501
28360,548
28361,656
28362,553
28363,182
28364,204
28365,805
28366,980
28367,513
28368,209
28369,498
28370,259
28371,653
28372,640
28373,794
28374,669
28375,267
28376,360
28377,354
28378,743
28379,134
28380,168
28381,99
28382,585
28383,455
28384,146
28385,193
28386,776
28387,405
28388,419
28389,742
28390,480
28391,932
28392,400
28393,70
28394,246
28395,318
28396,39
28397,320
28398,83
28399,820
28400,450
28401,464
28402,388
28403,522
28404,324
28405,537
28406,769
28407,71
28408,181
28409,80
28410,990
28411,173
28412,557
28413,980
28414,358
28415,455
28416,371
28417,31
28418,660
28419,174
28420,687
28421,516
28422,773
28423,496
28424,850
28425,732
28426,561
28427,263
28428,842
28429,888
28430,963
28431,386
28432,17
28433,578
28434,316
28435,610
28436,845
28437,605
28438,974
28439,803
28440,662
28441,961
28442,856
28443,122
28444,276
28445,967
28446,592
28447,204
28448,434
28449,277
28450,773
28451,856
28452,70
28453,261
28454,521
28455,294
28456,948
28457,752
28458,72
28459,707
28460,874
28461,850
28462,298
28463,160
28464,216
28465,637
28466,473
28467,142
28468,564
28469,484
28470,533
28471,671
28472,566
28473,807
28474,722
28475,895
28476,337
28477,838
28478,841
28479,531
28480,585
28481,945
28482,800
28483,352
28484,827
28485,690
28486,720
28487,815
28488,299
28489,465
28490,776
28491,535
28492,478
28493,258
28494,748
28495,489
28496,41
28497,766
28498,525
28499,610
28500,308
28501,887
28502,711
28503,663
28504,811
28505,720
28506,531
28507,856
28508,724
28509,975
28510,67
28511,549
28512,757
28513,833
28514,469
28515,705
28516,486
28517,694
28518,837
28519,535
28520,46
28521,241
28522,491
28523,267
28524,829
28525,5
28526,48
28527,578
28528,68
28529,645
28530,346
28531,169
28532,794
28533,794
28534,332
28535,279
28536,821
28537,37
28538,89
28539,121
28540,629
28541,672
28542,77
28543,502
28544,852
28545,952
28546,486
28547,204
28548,248
28549,223
28550,325
28551,4
28552,1
28553,964
28554,630
28555,501
28556,426
28557,880
28558,570
28559,965
28560,179
28561,77
28562,289
28563,340
28564,519
28565,307
28566,534
28567,426
28568,412
28569,52
28570,817
28571,847
28572,946
28573,746
28574,755
28575,127
28576,232
28577,430
28578,50
28579,103
28580,179
28581,126
28582,822
28583,691
28584,442
28585,536
28586,443
28587,548
28588,358
28589,108
28590,282
28591,787
28592,842
28593,423
28594,74
28595,928
28596,41
28597,916
28598,418
28599,168
28600,666
28601,458
28602,519
28603,598
28604,277
28605,495
28606,286
28607,898
28608,924
28609,367
28610,278
28611,10
28612,893
28613,342
28614,93
28615,940
28616,297
28617,682
28618,132
28619,804
28620,107
28621,61
28622,724
28623,126
28624,649
28625,980
28626,458
28627,51
28628,760
28629,290
28630,889
28631,396
28632,258
28633,896
28634,804
28635,94
28636,722
28637,975
28638,92
28639,933
28640,947
28641,511
28642,651
28643,346
28644,759
28645,37
28646,175
28647,971
28648,608
28649,577
28650,642
28651,933
28652,882
28653,37
28654,823
28655,964
28656,469
28657,354
28658,821
28659,132
28660,666
28661,742
28662,417
28663,250
28664,996
28665,800
28666,791
28667,16
28668,435
28669,242
28670,119
28671,296
28672,294
28673,766
28674,373
28675,335
28676,48
28677,20
28678,392
28679,417
28680,707
28681,18
28682,379
28683,372
28684,871
28685,133
28686,216
28687,682
28688,350
28689,236
28690,408
28691,819
28692,548
28693,856
28694,849
28695,879
28696,78
28697,940
28698,936
28699,11
28700,68
28701,826
28702,189
28703,438
28704,692
28705,308
28706,297
28707,354
28708,370
28709,808
28710,411
28711,6
28712,937
28713,946
28714,577
28715,60
28716,927
28717,622
28718,819
28719,198
28720,309
28721,293
28722,51
28723,892
28724,322
28725,999
28726,750
28727,566
28728,725
28729,392
28730,502
28731,590
28732,859
28733,723
28734,394
28735,963
28736,901
28737,771
28738,921
28739,874
28740,218
28741,491
28742,9
28743,59
28744,444
28745,337
28746,344
28747,193
28748,926
28749,997
28750,898
28751,118
28752,18
28753,874
28754,564
28755,391
28756,836
28757,352
28758,753
28759,459
28760,432
28761,570
28762,207
28763,235
28764,745
28765,274
28766,745
28767,571
28768,564
28769,831
28770,878
28771,641
28772,465
28773,399
28774,921
28775,397
28776,302
28777,809
28778,903
28779,746
28780,91
28781,31
28782,63
28783,90
28784,492
28785,547
28786,359
28787,596
28788,330
28789,316
28790,901
28791,968
28792,670
28793,641
28794,471
28795,223
28796,894
28797,237
28798,931
28799,487
28800,37
28801,589
28802,495
28803,682
28804,767
28805,434
28806,997
28807,688
28808,652
28809,833
28810,711
28811,770
28812,34
28813,400
28814,326
28815,680
28816,552
28817,322
28818,403
28819,634
28820,354
28821,645
28822,88
28823,875
28824,835
28825,811
28826,921
28827,665
28828,337
28829,684
28830,174
28831,780
28832,809
28833,778
28834,821
28835,544
28836,921
28837,856
28838,557
28839,857
28840,143
28841,734
28842,211
28843,659
28844,652
28845,282
28846,101
28847,67
28848,319
28849,378
28850,176
28851,158
28852,384
28853,2
28854,910
28855,495
28856,398
28857,157
28858,248
28859,240
28860,442
28861,877
28862,940
28863,894
28864,456
28865,769
28866,354
28867,851
28868,347
28869,682
28870,589
28871,505
28872,406
28873,41
28874,413
28875,616
28876,982
28877,965
28878,846
28879,376
28880,796
28881,10
28882,243
28883,354
28884,761
28885,344
28886,286
28887,900
28888,205
28889,488
28890,368
28891,590
28892,158
28893,951
28894,516
28895,5
28896,227
28897,722
28898,661
28899,181
28900,132
28901,686
28902,214
28903,693
28904,533
28905,644
28906,375
28907,904
28908,142
28909,785
28910,650
28911,682
28912,89
28913,946
28914,392
28915,566
28916,188
28917,107
28918,184
28919,107
28920,679
28921,6
28922,639
28923,103
28924,452
28925,55
28926,261
28927,446
28928,706
28929,916
28930,163
28931,679
28932,334
28933,330
28934,365
28935,359
28936,318
28937,876
28938,508
28939,717
28940,568
28941,244
28942,495
28943,411
28944,515
28945,765
28946,70
28947,324
28948,540
28949,460
28950,912
28951,79
28952,537
28953,96
28954,883
28955,493
28956,225
28957,616
28958,293
28959,896
28960,568
28961,418
28962,121
28963,706
28964,781
28965,701
28966,183
28967,762
28968,501
28969,470
28970,107
28971,309
28972,411
